Entity	Year	Annual COâ‚‚ emissions (per capita)
North Korea	2004	2994787
North Macedonia	2004	39625661
Norway	2004	963268
Oceania	2004	130159855
Oman	2004	11755677
Pakistan	2004	7595932
Palau	2004	10848396
Palestine	2004	63429296
Panama	2004	17608461
Papua New Guinea	2004	7459543
Paraguay	2004	7498268
Peru	2004	10157819
Philippines	2004	86051536
Poland	2004	838931
Portugal	2004	64089117
Qatar	2004	60826984
Romania	2004	48511205
Russia	2004	10695656
Rwanda	2004	58663387
Saint Helena	2004	1940678
Saint Kitts and Nevis	2004	4560148
Saint Lucia	2004	24537904
Saint Pierre and Miquelon	2004	9476883
Saint Vincent and the Grenadines	2004	19520338
Samoa	2004	87663424
Sao Tome and Principe	2004	46463853
Saudi Arabia	2004	169477
Senegal	2004	4896131
Serbia	2004	76514926
Seychelles	2004	4367413
Sierra Leone	2004	94028026
Singapore	2004	10972935
Sint Maarten (Dutch part)	2004	18247524
Slovakia	2004	796147
Slovenia	2004	8365965
Solomon Islands	2004	58245516
Somalia	2004	55408925
South Africa	2004	9253365
South America	2004	2327948
South Korea	2004	10295775
South Sudan	2004	13010353
Spain	2004	8217263
Sri Lanka	2004	62324744
Sudan	2004	37577975
Suriname	2004	30470457
Sweden	2004	62766848
Switzerland	2004	61279597
Syria	2004	28360207
Taiwan	2004	11358934
Tajikistan	2004	37647617
Tanzania	2004	110041335
Thailand	2004	31745062
Togo	2004	31336248
Tonga	2004	1046319
Trinidad and Tobago	2004	24031607
Tunisia	2004	2146724
Turkey	2004	3610951
Turkmenistan	2004	102400875
Turks and Caicos Islands	2004	7040615
Tuvalu	2004	11200325
Uganda	2004	59216134
Ukraine	2004	65724263
United Arab Emirates	2004	27972178
United Kingdom	2004	9557823
United States	2004	2079503
Upper-middle-income countries	2004	40803194
Uruguay	2004	16792852
Uzbekistan	2004	49208283
Vanuatu	2004	27596727
Venezuela	2004	5443523
Vietnam	2004	1080523
Wallis and Futuna	2004	17242353
World	2004	44195943
Yemen	2004	9635263
Zambia	2004	1880696
Zimbabwe	2004	7753253
Afghanistan	2003	68871394
Africa	2003	1122038
Albania	2003	13913704
Algeria	2003	29504917
Andorra	2003	72359157
Angola	2003	9646929
Anguilla	2003	74769154
Antigua and Barbuda	2003	5489314
Argentina	2003	3500529
Armenia	2003	11204411
Aruba	2003	27624346
Asia	2003	28381112
Asia (excl. China and India)	2003	34671035
Australia	2003	18754335
Austria	2003	953213
Azerbaijan	2003	36027389
Bahamas	2003	61155963
Bahrain	2003	21547415
Bangladesh	2003	24511726
Barbados	2003	6353039
Belarus	2003	54727435
Belgium	2003	123285475
Belize	2003	16376598
Benin	2003	31256458
Bermuda	2003	8970907
Bhutan	2003	5928085
Bolivia	2003	12109458
Bonaire Sint Eustatius and Saba	2003	42626834
Bosnia and Herzegovina	2003	34318717
Botswana	2003	20938678
Brazil	2003	1887129
British Virgin Islands	2003	66606073
Brunei	2003	15810981
Bulgaria	2003	6374754
Burkina Faso	2003	82463205
Burundi	2003	2349795
Cambodia	2003	18595473
Cameroon	2003	3488143
Canada	2003	18388273
Cape Verde	2003	862396
Central African Republic	2003	5550339
Chad	2003	95952384
Chile	2003	34743552
China	2003	37560856
Colombia	2003	13974992
Comoros	2003	23777936
Congo	2003	9513666
Cook Islands	2003	3154437
Costa Rica	2003	15715349
Cote d'Ivoire	2003	29258078
Croatia	2003	5203406
Cuba	2003	23164787
Curacao	2003	34251926
Cyprus	2003	75569654
Czechia	2003	124484005
Democratic Republic of Congo	2003	393977
Denmark	2003	11238224
Djibouti	2003	5225121
Dominica	2003	17127248
Dominican Republic	2003	23929765
East Timor	2003	26818097
Ecuador	2003	20352755
Egypt	2003	19735758
El Salvador	2003	10676966
Equatorial Guinea	2003	39679317
Eritrea	2003	2677602
Estonia	2003	12595059
Eswatini	2003	9481757
Ethiopia	2003	6656155
Europe	2003	8784932
Europe (excl. EU-27)	2003	8891477
Europe (excl. EU-28)	2003	8718736
European Union (27)	2003	8710939
European Union (28)	2003	881723
Faroe Islands	2003	15454699
Fiji	2003	1208209
Finland	2003	13937104
France	2003	6905554
French Polynesia	2003	296537
Gabon	2003	4894109
Gambia	2003	18948542
Georgia	2003	92874527
Germany	2003	11061999
Ghana	2003	31339538
Greece	2003	9816556
Greenland	2003	11441866
Grenada	2003	19878253
Guatemala	2003	83114797
Guinea	2003	19380367
Guinea-Bissau	2003	14759932
Guyana	2003	2442445
Haiti	2003	19293408
High-income countries	2003	127795725
Honduras	2003	92847633
Hong Kong	2003	62735147
Hungary	2003	6113894
Iceland	2003	10303296
India	2003	9478657
Indonesia	2003	15212358
Iran	2003	59904127
Iraq	2003	37410882
Ireland	2003	11540162
Israel	2003	9637967
Italy	2003	8637428
Jamaica	2003	40237355
Japan	2003	10096226
Jordan	2003	31471076
Kazakhstan	2003	11406761
Kenya	2003	19834214
Kiribati	2003	4273294
Kuwait	2003	29662546
Kyrgyzstan	2003	10585338
Laos	2003	21461567
Latvia	2003	3367841
Lebanon	2003	4113168
Lesotho	2003	96883845
Liberia	2003	15050144
Libya	2003	10009158
Liechtenstein	2003	6741175
Lithuania	2003	36485844
Low-income countries	2003	42365277
Lower-middle-income countries	2003	11676073
Luxembourg	2003	2315829
Macao	2003	33111918
Madagascar	2003	9546538
Malawi	2003	7598457
Malaysia	2003	61999974
Maldives	2003	17011358
Mali	2003	10093527
Malta	2003	7276097
Marshall Islands	2003	19490434
Mauritania	2003	44730532
Mauritius	2003	24626372
Mexico	2003	42583475
Micronesia (country)	2003	14417328
Moldova	2003	10757903
Mongolia	2003	31516347
Montenegro	2003	29875467
Montserrat	2003	7876182
Morocco	2003	1232925
Mozambique	2003	9670821
Myanmar	2003	2130478
Namibia	2003	9832226
Nauru	2003	6362952
Nepal	2003	109426185
Netherlands	2003	11154617
New Caledonia	2003	11613286
New Zealand	2003	9015298
Nicaragua	2003	8144266
Niger	2003	5764793
Nigeria	2003	75186175
Niue	2003	18770492
North America	2003	14394876
North America (excl. USA)	2003	5620925
North Korea	2003	2949293
North Macedonia	2003	41183844
Norway	2003	9616297
Oceania	2003	12802911
Oman	2003	14128924
Pakistan	2003	7040588
Palau	2003	10676848
Palestine	2003	3778553
Panama	2003	19141204
Papua New Guinea	2003	6660837
Paraguay	2003	75309026
Peru	2003	8932883
Philippines	2003	84741473
Poland	2003	8258339
Portugal	2003	6154273
Qatar	2003	62141323
Romania	2003	4832942
Russia	2003	10604023
Rwanda	2003	5941882
Saint Helena	2003	19046959
Saint Kitts and Nevis	2003	4258998
Saint Lucia	2003	23144364
Saint Pierre and Miquelon	2003	10001285
Saint Vincent and the Grenadines	2003	1749096
Samoa	2003	8404791
Sao Tome and Principe	2003	42888916
Saudi Arabia	2003	14426714
Senegal	2003	47223246
Serbia	2003	70775
Seychelles	2003	4075347
Sierra Leone	2003	999724
Singapore	2003	11696595
Sint Maarten (Dutch part)	2003	17567434
Slovakia	2003	78711815
Slovenia	2003	817907
Solomon Islands	2003	55608314
Somalia	2003	574478
South Africa	2003	8406979
South America	2003	22558794
South Korea	2003	10206468
South Sudan	2003	10773877
Spain	2003	7964245
Sri Lanka	2003	56742156
Sudan	2003	30119038
Suriname	2003	3052421
Sweden	2003	6393145
Switzerland	2003	60902653
Syria	2003	31217315
Taiwan	2003	10987496
Tajikistan	2003	31035712
Tanzania	2003	98763846
Thailand	2003	29499335
Togo	2003	33291477
Tonga	2003	11227856
Trinidad and Tobago	2003	23930582
Tunisia	2003	20740423
Turkey	2003	35408273
Turkmenistan	2003	8524402
Turks and Caicos Islands	2003	72391105
Tuvalu	2003	11340142
Uganda	2003	5739935
Ukraine	2003	64539695
United Arab Emirates	2003	27912537
United Kingdom	2003	95829115
United States	2003	20645628
Upper-middle-income countries	2003	3890847
Uruguay	2003	13675556
Uzbekistan	2003	50295243
Vanuatu	2003	40657294
Venezuela	2003	59833198
Vietnam	2003	9482761
Wallis and Futuna	2003	17031676
World	2003	4324224
Yemen	2003	9154368
Zambia	2003	19140235
Zimbabwe	2003	8785797
Afghanistan	2002	6385612
Africa	2002	10464746
Albania	2002	12000023
Algeria	2002	28677707
Andorra	2002	74967546
Angola	2002	9180106
Anguilla	2002	727549
Antigua and Barbuda	2002	5267095
Argentina	2002	32850614
Armenia	2002	99090284
Aruba	2002	26542625
Asia	2002	26111252
Asia (excl. China and India)	2002	33585134
Australia	2002	1861468
Austria	2002	8908898
Azerbaijan	2002	34125533
Bahamas	2002	60990796
Bahrain	2002	2120451
Bangladesh	2002	23841722
Barbados	2002	62205377
Belarus	2002	5312488
Belgium	2002	12250705
Belize	2002	1688875
Benin	2002	28392297
Bermuda	2002	8960165
Bhutan	2002	67281747
Bolivia	2002	11688464
Bonaire Sint Eustatius and Saba	2002	44419565
Bosnia and Herzegovina	2002	33757067
Botswana	2002	22145607
Brazil	2002	1926925
British Virgin Islands	2002	67062135
Brunei	2002	13439647
Bulgaria	2002	5780625
Burkina Faso	2002	7926623
Burundi	2002	31961735
Cambodia	2002	17559037
Cameroon	2002	3362217
Canada	2002	18018217
Cape Verde	2002	8052118
Central African Republic	2002	61522588
Chad	2002	59688486
Chile	2002	3494092
China	2002	32031846
Colombia	2002	13818444
Comoros	2002	19006427
Congo	2002	81661487
Cook Islands	2002	26781845
Costa Rica	2002	15149075
Cote d'Ivoire	2002	4212964
Croatia	2002	48824253
Cuba	2002	22850068
Curacao	2002	3464723
Cyprus	2002	729934
Czechia	2002	12108605
Democratic Republic of Congo	2002	33569768
Denmark	2002	10328589
Djibouti	2002	50609016
Dominica	2002	15024971
Dominican Republic	2002	23819082
East Timor	2002	28789377
Ecuador	2002	18994552
Egypt	2002	17361
El Salvador	2002	10097492
Equatorial Guinea	2002	3661793
Eritrea	2002	23577702
Estonia	2002	11144102
Eswatini	2002	10286082
Ethiopia	2002	6235382
Europe	2002	8589781
Europe (excl. EU-27)	2002	8659197
Europe (excl. EU-28)	2002	8466176
European Union (27)	2002	8541292
European Union (28)	2002	8650571
Faroe Islands	2002	15489293
Fiji	2002	10351101
Finland	2002	12506471
France	2002	684541
French Polynesia	2002	27995152
Gabon	2002	4658515
Gambia	2002	1949666
Georgia	2002	8244734
Germany	2002	11036306
Ghana	2002	31232053
Greece	2002	9462387
Greenland	2002	102514715
Grenada	2002	18955343
Guatemala	2002	87239856
Guinea	2002	18922736
Guinea-Bissau	2002	119693674
Guyana	2002	22552853
Haiti	2002	20611043
High-income countries	2002	12623015
Honduras	2002	8469169
Hong Kong	2002	5765216
Hungary	2002	58222003
Iceland	2002	10397763
India	2002	9302123
Indonesia	2002	14014755
Iran	2002	58432574
Iraq	2002	36769624
Ireland	2002	11833219
Israel	2002	9328958
Italy	2002	8370203
Jamaica	2002	386718
Japan	2002	10045322
Jordan	2002	31125658
Kazakhstan	2002	10269589
Kenya	2002	2407181
Kiribati	2002	39650247
Kuwait	2002	29298903
Kyrgyzstan	2002	9782362
Laos	2002	20794623
Latvia	2002	3233392
Lebanon	2002	3653019
Lesotho	2002	9538146
Liberia	2002	14115748
Libya	2002	9717267
Liechtenstein	2002	65252385
Lithuania	2002	36026032
Low-income countries	2002	3821928
Lower-middle-income countries	2002	1139891
Luxembourg	2002	22382103
Macao	2002	33733163
Madagascar	2002	71799524
Malawi	2002	7265773
Malaysia	2002	54690075
Maldives	2002	20307295
Mali	2002	10115907
Malta	2002	6788171
Marshall Islands	2002	20164738
Mauritania	2002	44278982
Mauritius	2002	23368142
Mexico	2002	40677557
Micronesia (country)	2002	13412259
Moldova	2002	9768765
Mongolia	2002	3285695
Montenegro	2002	27914073
Montserrat	2002	10294359
Morocco	2002	1273173
Mozambique	2002	82217775
Myanmar	2002	20068888
Namibia	2002	94678456
Nauru	2002	74162893
Nepal	2002	10249348
Netherlands	2002	10989949
New Caledonia	2002	10382526
New Zealand	2002	8747851
Nicaragua	2002	75865966
Niger	2002	54964066
Nigeria	2002	6939073
Niue	2002	36824121
North America	2002	14327525
North America (excl. USA)	2002	54553356
North Korea	2002	29038157
North Macedonia	2002	37940593
Norway	2002	937614
Oceania	2002	12715098
Oman	2002	111670065
Pakistan	2002	69154686
Palau	2002	10692428
Palestine	2002	34874225
Panama	2002	18651426
Papua New Guinea	2002	62153244
Paraguay	2002	7296421
Peru	2002	9306701
Philippines	2002	8644437
Poland	2002	79209
Portugal	2002	6668611
Qatar	2002	6318985
Romania	2002	45857515
Russia	2002	10349519
Rwanda	2002	61974652
Saint Helena	2002	18709787
Saint Kitts and Nevis	2002	42744555
Saint Lucia	2002	22190416
Saint Pierre and Miquelon	2002	9358876
Saint Vincent and the Grenadines	2002	16468722
Samoa	2002	8637574
Sao Tome and Principe	2002	39121267
Saudi Arabia	2002	146741705
Senegal	2002	43580684
Serbia	2002	66078024
Seychelles	2002	42218127
Sierra Leone	2002	9765687
Singapore	2002	11274996
Sint Maarten (Dutch part)	2002	17726723
Slovakia	2002	7809585
Slovenia	2002	8350112
Solomon Islands	2002	5445934
Somalia	2002	5917773
South Africa	2002	74803147
South America	2002	22826743
South Korea	2002	10060402
South Sudan	2002	10085423
Spain	2002	8003099
Sri Lanka	2002	57287365
Sudan	2002	27606335
Suriname	2002	31474345
Sweden	2002	6350587
Switzerland	2002	5972797
Syria	2002	23508248
Taiwan	2002	10562082
Tajikistan	2002	28696308
Tanzania	2002	9588109
Thailand	2002	2875398
Togo	2002	25039458
Tonga	2002	9881528
Trinidad and Tobago	2002	21324247
Tunisia	2002	20486455
Turkey	2002	33524795
Turkmenistan	2002	6412211
Turks and Caicos Islands	2002	7285354
Tuvalu	2002	1141433
Uganda	2002	56614425
Ukraine	2002	61676164
United Arab Emirates	2002	23295784
United Kingdom	2002	9439251
United States	2002	20621824
Upper-middle-income countries	2002	3526766
Uruguay	2002	13784459
Uzbekistan	2002	5182965
Vanuatu	2002	41689712
Venezuela	2002	64803333
Vietnam	2002	86217517
Wallis and Futuna	2002	17084999
World	2002	41582055
Yemen	2002	8433813
Zambia	2002	18660413
Zimbabwe	2002	9925902
Afghanistan	2001	54300264
Africa	2001	10970197
Albania	2001	10212585
Algeria	2001	27832215
Andorra	2001	7723235
Angola	2001	9390185
Anguilla	2001	74137416
Antigua and Barbuda	2001	48547626
Argentina	2001	35864596
Armenia	2001	11275281
Aruba	2001	26540186
Asia	2001	25074375
Asia (excl. China and India)	2001	33287
Australia	2001	1858794
Austria	2001	8728174
Azerbaijan	2001	34309776
Bahamas	2001	5902166
Bahrain	2001	21053911
Bangladesh	2001	23570132
Barbados	2001	62245197
Belarus	2001	52937813
Belgium	2001	12228443
Belize	2001	18016597
Benin	2001	23420604
Bermuda	2001	8539549
Bhutan	2001	636939
Bolivia	2001	99962497
Bonaire Sint Eustatius and Saba	2001	4774818
Bosnia and Herzegovina	2001	31616204
Botswana	2001	21835022
Brazil	2001	19424405
British Virgin Islands	2001	6022528
Brunei	2001	15229579
Bulgaria	2001	60886984
Burkina Faso	2001	80907255
Burundi	2001	31734075
Cambodia	2001	18233587
Cameroon	2001	35902226
Canada	2001	18035389
Cape Verde	2001	7470009
Central African Republic	2001	6384969
Chad	2001	5921132
Chile	2001	3408817
China	2001	2929518
Colombia	2001	1426988
Comoros	2001	19398382
Congo	2001	12838573
Cook Islands	2001	31091385
Costa Rica	2001	13980398
Cote d'Ivoire	2001	44357625
Croatia	2001	4611361
Cuba	2001	22637212
Curacao	2001	36130047
Cyprus	2001	72328205
Czechia	2001	12428247
Democratic Republic of Congo	2001	3287934
Denmark	2001	10427032
Djibouti	2001	47864392
Dominica	2001	16124158
Dominican Republic	2001	22083876
East Timor	2001	13308354
Ecuador	2001	18222574
Egypt	2001	1752218
El Salvador	2001	97817224
Equatorial Guinea	2001	43024526
Eritrea	2001	25441217
Estonia	2001	11442431
Eswatini	2001	10519838
Ethiopia	2001	61788637
Europe	2001	8635014
Europe (excl. EU-27)	2001	8743485
Europe (excl. EU-28)	2001	8489143
European Union (27)	2001	8558852
European Union (28)	2001	8707276
Faroe Islands	2001	1647062
Fiji	2001	1238587
Finland	2001	12049714
France	2001	6964637
French Polynesia	2001	28443859
Gabon	2001	4959477
Gambia	2001	20308006
Georgia	2001	8987809
Germany	2001	11227958
Ghana	2001	29554263
Greece	2001	9515908
Greenland	2001	10963848
Grenada	2001	17989902
Guatemala	2001	8521186
Guinea	2001	1848112
Guinea-Bissau	2001	119472876
Guyana	2001	22953768
Haiti	2001	1728548
High-income countries	2001	12605813
Honduras	2001	8284601
Hong Kong	2001	55578165
Hungary	2001	5905802
Iceland	2001	10045494
India	2001	91843957
Indonesia	2001	14601983
Iran	2001	57916613
Iraq	2001	37887805
Ireland	2001	124333725
Israel	2001	10103195
Italy	2001	825647
Jamaica	2001	4028491
Japan	2001	9830833
Jordan	2001	30231593
Kazakhstan	2001	9080946
Kenya	2001	29175386
Kiribati	2001	4046696
Kuwait	2001	29648745
Kyrgyzstan	2001	7742214
Laos	2001	19252701
Latvia	2001	31778834
Lebanon	2001	37379484
Lesotho	2001	9382289
Liberia	2001	13999541
Libya	2001	10067175
Liechtenstein	2001	64268904
Lithuania	2001	35374224
Low-income countries	2001	42371845
Lower-middle-income countries	2001	1138159
Luxembourg	2001	20862108
Macao	2001	38381433
Madagascar	2001	10431209
Malawi	2001	6724628
Malaysia	2001	5559729
Maldives	2001	16067379
Mali	2001	10026809
Malta	2001	68046017
Marshall Islands	2001	18848429
Mauritania	2001	42453012
Mauritius	2001	23354683
Mexico	2001	41021533
Micronesia (country)	2001	14726162
Moldova	2001	9014615
Mongolia	2001	31561596
Montenegro	2001	26336567
Montserrat	2001	54258513
Morocco	2001	12722286
Mozambique	2001	8528717
Myanmar	2001	19245327
Namibia	2001	10835646
Nauru	2001	77619643
Nepal	2001	12967098
Netherlands	2001	11084364
New Caledonia	2001	8303762
New Zealand	2001	883861
Nicaragua	2001	75523347
Niger	2001	5369644
Nigeria	2001	79421395
Niue	2001	35956821
North America	2001	14391762
North America (excl. USA)	2001	5470818
North Korea	2001	30479276
North Macedonia	2001	40362344
Norway	2001	9636202
Oceania	2001	12746045
Oman	2001	9434835
Pakistan	2001	6619909
Palau	2001	10889381
Palestine	2001	41743547
Panama	2001	22714877
Papua New Guinea	2001	58541256
Paraguay	2001	7091008
Peru	2001	9408075
Philippines	2001	8832031
Poland	2001	8108571
Portugal	2001	62816863
Qatar	2001	67493744
Romania	2001	45412335
Russia	2001	10364425
Rwanda	2001	6351911
Saint Helena	2001	18408977
Saint Kitts and Nevis	2001	38222241
Saint Lucia	2001	22356625
Saint Pierre and Miquelon	2001	8747414
Saint Vincent and the Grenadines	2001	15796856
Samoa	2001	82939714
Sao Tome and Principe	2001	35069153
Saudi Arabia	2001	13705683
Senegal	2001	42846528
Serbia	2001	62274847
Seychelles	2001	4237506
